#k-distance eigenvalue[eV]
1.48805179 8.35600000
1.50433820 8.37750000
1.52062460 8.40370000
1.53691102 8.44080000
1.55319743 8.49250000
1.56948384 8.55760000
1.58577025 8.62970000
1.60205667 8.69920000
1.61834308 8.75260000
1.63462948 8.77350000
1.65084218 8.77450000
1.66705486 8.77700000
1.68326756 8.78000000
1.69948025 8.78240000
1.71569294 8.72170000
1.73190563 8.65340000
1.74811833 8.58480000
1.76433101 8.51980000
1.78054371 8.46200000
1.79675640 8.41410000
1.81296909 8.37850000
1.82918178 8.35710000
1.84539448 8.35120000
1.86160716 8.36110000
1.87781986 8.38600000
1.89403255 8.42300000
1.91024524 8.46770000
1.92645793 8.50930000
1.94267063 8.51600000
1.95888331 8.47210000
1.97509601 8.41390000
1.99130870 8.35840000
2.00752139 8.31220000
2.02373408 8.27810000
2.03994678 8.25700000
2.05615946 8.24800000
2.07237216 8.25010000
2.08858485 8.26220000
2.10479754 8.28380000
2.12101023 8.31470000
2.13748378 8.30670000
2.15395733 8.28450000
2.17043088 8.25370000
2.18690443 8.22130000
2.20337797 8.19410000
2.21985152 8.17640000
2.23632507 8.16930000
2.25279862 8.17150000
2.26927217 8.18070000
2.28574571 8.19430000
2.30221926 8.21010000
2.31869281 8.22590000
2.33516636 8.23900000
2.35163991 8.24580000
2.36811346 8.24170000
2.38458700 8.22370000
2.40106055 8.19340000
2.41753410 8.15590000
2.43400765 8.11650000
2.45048120 8.07930000
2.46695474 8.04750000
2.48342829 8.02350000
2.49990184 8.00910000
2.51637539 8.00530000
2.53284894 8.01210000
2.54932249 8.02900000
2.56579603 8.05440000
2.58226958 8.08620000
2.59874313 8.12120000
2.61521668 8.15440000
2.63169023 8.17920000
2.64816377 8.18860000
2.66445018 8.18120000
2.68073659 8.17040000
2.69702301 8.15610000
2.71330942 8.13920000
2.72959583 8.12250000
2.74588223 8.11010000
2.76216865 8.10720000
2.77845506 8.11870000
2.79474147 8.14600000
2.81102788 8.18700000
2.82731430 8.23940000
2.84360071 8.29810000
2.85988712 8.34560000
2.87617352 8.35940000
2.89245994 8.34420000
2.90874635 8.31220000
2.92503276 8.27080000
2.94131917 8.22980000
2.95760558 8.23690000
2.97389200 8.29570000
2.99017840 8.36270000
3.00646481 8.42800000
3.02275122 8.48610000
3.03903764 8.49120000
3.05532405 8.44710000
3.07161046 8.40340000
3.08789687 8.36510000
3.10418328 8.33420000
3.12046969 8.31100000
3.13675610 8.29490000
3.15304251 8.28450000
3.16932893 8.27850000
3.18561534 8.27550000
3.20190175 8.27460000
3.21811444 8.27340000
3.23432713 8.27040000
3.25053982 8.26680000
3.26675252 8.26460000
3.28296520 8.26620000
3.29917790 8.27360000
3.31539059 8.28800000
3.33160328 8.30910000
3.34781597 8.33400000
3.36402867 8.35740000
3.38024135 8.37150000
3.39645405 8.36920000
3.41266674 8.34850000
3.42887943 8.31350000
3.44509212 8.26990000
3.46130482 8.22310000
3.47751750 8.17790000
3.49373020 8.13880000
3.50994289 8.10930000
3.52615558 8.08990000
3.54236827 8.07700000
3.55858096 8.06590000
3.57479365 8.05440000
3.59100634 8.04550000
3.60721904 8.04580000
3.62343172 8.05930000
3.63964442 8.08260000
3.65585711 8.10910000
3.67206980 8.13230000
3.68828249 8.14260000

0.00000000 8.91570000
0.01647355 8.93110000
0.03294710 8.95300000
0.04942064 8.95290000
0.06589419 8.92640000
0.08236774 8.88390000
0.09884129 8.83430000
0.11531484 8.78200000
0.13178839 8.72730000
0.14826193 8.66860000
0.16473548 8.60820000
0.18120903 8.55090000
0.19768258 8.50040000
0.21415613 8.45820000
0.23062967 8.42490000
0.24710322 8.40180000
0.26357677 8.39130000
0.28005032 8.39660000
0.29652387 8.41930000
0.31299741 8.45720000
0.32947096 8.50590000
0.34594451 8.56160000
0.36241806 8.61760000
0.37889161 8.64820000
0.39536516 8.68340000
0.41183870 8.73400000
0.42831225 8.79630000
0.44478580 8.86520000
0.46125935 8.93230000
0.47773290 8.96670000
0.49420644 8.96420000
0.51067999 8.95840000
0.52715354 8.95610000
0.54343995 8.95470000
0.55972636 8.95040000
0.57601278 8.94290000
0.59229919 8.93180000
0.60858559 8.91710000
0.62487200 8.89910000
0.64115842 8.87780000
0.65744483 8.85220000
0.67373124 8.81810000
0.69001765 8.77290000
0.70630407 8.72150000
0.72259047 8.67330000
0.73887688 8.63740000
0.75516329 8.61520000
0.77144971 8.59560000
0.78773612 8.56420000
0.80402253 8.51600000
0.82030893 8.45560000
0.83659534 8.39020000
0.85288176 8.32880000
0.86916817 8.28790000
0.88545458 8.28420000
0.90174099 8.30350000
0.91802741 8.32790000
0.93431382 8.34890000
0.95060022 8.36230000
0.96688663 8.36700000
0.98317305 8.36360000
0.99945946 8.35400000
1.01574587 8.34000000
1.03203228 8.32340000
1.04831870 8.30670000
1.06460510 8.29330000
1.08089151 8.28800000
1.09717792 8.28640000
1.11346433 8.28370000
1.12975075 8.28570000
1.14603716 8.29640000
1.16232357 8.31240000
1.17860997 8.32780000
1.19489639 8.33770000
1.21118280 8.33820000
1.22746921 8.32890000
1.24375562 8.31450000
1.26004204 8.30210000
1.27632845 8.29670000
1.29261485 8.29990000
1.30890126 8.31070000
1.32518768 8.32750000
1.34147409 8.34840000
1.35776050 8.37210000
1.37404691 8.39770000
1.39033332 8.42450000
1.40661973 8.45270000
1.42290614 8.48330000
1.43919255 8.51780000
1.45547896 8.55780000
1.47176538 8.60310000
1.48805179 8.65190000
1.50433820 8.70130000
1.52062460 8.74860000
1.53691102 8.79200000
1.55319743 8.83000000
1.56948384 8.86170000
1.58577025 8.88630000
1.60205667 8.90340000
1.61834308 8.91290000
1.63462948 8.91570000
1.65084218 8.90700000
1.66705486 8.88130000
1.68326756 8.83980000
1.69948025 8.78540000
1.71569294 8.78330000
1.73190563 8.78230000
1.74811833 8.77930000
1.76433101 8.77450000
1.78054371 8.76840000
1.79675640 8.76190000
1.81296909 8.75660000
1.82918178 8.75470000
1.84539448 8.75930000
1.86160716 8.77300000
1.87781986 8.79680000
1.89403255 8.78870000
1.91024524 8.72770000
1.92645793 8.67360000
1.94267063 8.65730000
1.95888331 8.69410000
1.97509601 8.74800000
1.99130870 8.77870000
2.00752139 8.71650000
2.02373408 8.65100000
2.03994678 8.58470000
2.05615946 8.51990000
2.07237216 8.45860000
2.08858485 8.40310000
2.10479754 8.35470000
2.12101023 8.31470000
2.13748378 8.30670000
2.15395733 8.28450000
2.17043088 8.25370000
2.18690443 8.22130000
2.20337797 8.19410000
2.21985152 8.17640000
2.23632507 8.16930000
2.25279862 8.17150000
2.26927217 8.18070000
2.28574571 8.19430000
2.30221926 8.21010000
2.31869281 8.22590000
2.33516636 8.23900000
2.35163991 8.24580000
2.36811346 8.24170000
2.38458700 8.22370000
2.40106055 8.19340000
2.41753410 8.15590000
2.43400765 8.11650000
2.45048120 8.07930000
2.46695474 8.04750000
2.48342829 8.02350000
2.49990184 8.00910000
2.51637539 8.00530000
2.53284894 8.01210000
2.54932249 8.02900000
2.56579603 8.05440000
2.58226958 8.08620000
2.59874313 8.12120000
2.61521668 8.15440000
2.63169023 8.17920000
2.64816377 8.18860000
2.66445018 8.19410000
2.68073659 8.19920000
2.69702301 8.20520000
2.71330942 8.21260000
2.72959583 8.22120000
2.74588223 8.23120000
2.76216865 8.24250000
2.77845506 8.25600000
2.79474147 8.27350000
2.81102788 8.29820000
2.82731430 8.33150000
2.84360071 8.37070000
2.85988712 8.41470000
2.87617352 8.46960000
2.89245994 8.52710000
2.90874635 8.57810000
2.92503276 8.61810000
2.94131917 8.64400000
2.95760558 8.65370000
2.97389200 8.64680000
2.99017840 8.62470000
3.00646481 8.59060000
3.02275122 8.55090000
3.03903764 8.55400000
3.05532405 8.59910000
3.07161046 8.63930000
3.08789687 8.67180000
3.10418328 8.69650000
3.12046969 8.71390000
3.13675610 8.72500000
3.15304251 8.73130000
3.16932893 8.73440000
3.18561534 8.73560000
3.20190175 8.73590000
3.21811444 8.73700000
3.23432713 8.73980000
3.25053982 8.74380000
3.26675252 8.74810000
3.28296520 8.75160000
3.29917790 8.75340000
3.31539059 8.75280000
3.33160328 8.74960000
3.34781597 8.74450000
3.36402867 8.74070000
3.38024135 8.74420000
3.39645405 8.76120000
3.41266674 8.79360000
3.42887943 8.83750000
3.44509212 8.88410000
3.46130482 8.88350000
3.47751750 8.83000000
3.49373020 8.77460000
3.50994289 8.72340000
3.52615558 8.67870000
3.54236827 8.64220000
3.55858096 8.61570000
3.57479365 8.60030000
3.59100634 8.59550000
3.60721904 8.59250000
3.62343172 8.51580000
3.63964442 8.43110000
3.65585711 8.35940000
3.67206980 8.30800000
3.68828249 8.28800000

0.00000000 9.23430000
0.01647355 9.21780000
0.03294710 9.20420000
0.04942064 9.21180000
0.06589419 9.19100000
0.08236774 9.13170000
0.09884129 9.06230000
0.11531484 8.99120000
0.13178839 8.93010000
0.14826193 8.88800000
0.16473548 8.86520000
0.18120903 8.85420000
0.19768258 8.84680000
0.21415613 8.83720000
0.23062967 8.82270000
0.24710322 8.80280000
0.26357677 8.77810000
0.28005032 8.74980000
0.29652387 8.71960000
0.31299741 8.68980000
0.32947096 8.66360000
0.34594451 8.64630000
0.36241806 8.64860000
0.37889161 8.69990000
0.39536516 8.77170000
0.41183870 8.84940000
0.42831225 8.93070000
0.44478580 9.00920000
0.46125935 9.01970000
0.47773290 9.04650000
0.49420644 9.11160000
0.51067999 9.17510000
0.52715354 9.20630000
0.54343995 9.19940000
0.55972636 9.17940000
0.57601278 9.15110000
0.59229919 9.11930000
0.60858559 9.08580000
0.62487200 9.05030000
0.64115842 9.01150000
0.65744483 8.97110000
0.67373124 8.93480000
0.69001765 8.90880000
0.70630407 8.89100000
0.72259047 8.87430000
0.73887688 8.85330000
0.75516329 8.82800000
0.77144971 8.80390000
0.78773612 8.78750000
0.80402253 8.77810000
0.82030893 8.76820000
0.83659534 8.74990000
0.85288176 8.71960000
0.86916817 8.68090000
0.88545458 8.64270000
0.90174099 8.61260000
0.91802741 8.59400000
0.93431382 8.58670000
0.95060022 8.58860000
0.96688663 8.59650000
0.98317305 8.60700000
0.99945946 8.61760000
1.01574587 8.62640000
1.03203228 8.63290000
1.04831870 8.63720000
1.06460510 8.63950000
1.08089151 8.64020000
1.09717792 8.63930000
1.11346433 8.63820000
1.12975075 8.63890000
1.14603716 8.64140000
1.16232357 8.64210000
1.17860997 8.63670000
1.19489639 8.62590000
1.21118280 8.61790000
1.22746921 8.62150000
1.24375562 8.63980000
1.26004204 8.67030000
1.27632845 8.70960000
1.29261485 8.75440000
1.30890126 8.80210000
1.32518768 8.85060000
1.34147409 8.89780000
1.35776050 8.94230000
1.37404691 8.98330000
1.39033332 9.02070000
1.40661973 9.05510000
1.42290614 9.08790000
1.43919255 9.12020000
1.45547896 9.15290000
1.47176538 9.18570000
1.48805179 9.21660000
1.50433820 9.24090000
1.52062460 9.25230000
1.53691102 9.25070000
1.55319743 9.24340000
1.56948384 9.23590000
1.58577025 9.23070000
1.60205667 9.22890000
1.61834308 9.23080000
1.63462948 9.23430000
1.65084218 9.23150000
1.66705486 9.22380000
1.68326756 9.21240000
1.69948025 9.19870000
1.71569294 9.18310000
1.73190563 9.16590000
1.74811833 9.14660000
1.76433101 9.12460000
1.78054371 9.09930000
1.79675640 9.07010000
1.81296909 9.03630000
1.82918178 8.99750000
1.84539448 8.95320000
1.86160716 8.90340000
1.87781986 8.84820000
1.89403255 8.82830000
1.91024524 8.86230000
1.92645793 8.89040000
1.94267063 8.89920000
1.95888331 8.87820000
1.97509601 8.83450000
1.99130870 8.80340000
2.00752139 8.85530000
2.02373408 8.90160000
2.03994678 8.94140000
2.05615946 8.97490000
2.07237216 9.00250000
2.08858485 9.02500000
2.10479754 9.04330000
2.12101023 9.05820000
2.13748378 9.05590000
2.15395733 9.04890000
2.17043088 9.03660000
2.18690443 9.01840000
2.20337797 8.99400000
2.21985152 8.96310000
2.23632507 8.92590000
2.25279862 8.88280000
2.26927217 8.83470000
2.28574571 8.78290000
2.30221926 8.72930000
2.31869281 8.67610000
2.33516636 8.62670000
2.35163991 8.58570000
2.36811346 8.55850000
2.38458700 8.54960000
2.40106055 8.55850000
2.41753410 8.58170000
2.43400765 8.61520000
2.45048120 8.65600000
2.46695474 8.70190000
2.48342829 8.75030000
2.49990184 8.79760000
2.51637539 8.83760000
2.53284894 8.86130000
2.54932249 8.86070000
2.56579603 8.83630000
2.58226958 8.79650000
2.59874313 8.75080000
2.61521668 8.70830000
2.63169023 8.67740000
2.64816377 8.66590000
2.66445018 8.65350000
2.68073659 8.64860000
2.69702301 8.65080000
2.71330942 8.65950000
2.72959583 8.67360000
2.74588223 8.69140000
2.76216865 8.70990000
2.77845506 8.72420000
2.79474147 8.72930000
2.81102788 8.72370000
2.82731430 8.71210000
2.84360071 8.70480000
2.85988712 8.71450000
2.87617352 8.74940000
2.89245994 8.80550000
2.90874635 8.87230000
2.92503276 8.94140000
2.94131917 9.00800000
2.95760558 9.07040000
2.97389200 9.12870000
2.99017840 9.18380000
3.00646481 9.23610000
3.02275122 9.28410000
3.03903764 9.32240000
3.05532405 9.34400000
3.07161046 9.35100000
3.08789687 9.35130000
3.10418328 9.34980000
3.12046969 9.34860000
3.13675610 9.34840000
3.15304251 9.34900000
3.16932893 9.35010000
3.18561534 9.35110000
3.20190175 9.35150000
3.21811444 9.35030000
3.23432713 9.34710000
3.25053982 9.34180000
3.26675252 9.33410000
3.28296520 9.32240000
3.29917790 9.30440000
3.31539059 9.27830000
3.33160328 9.24520000
3.34781597 9.20920000
3.36402867 9.17370000
3.38024135 9.13930000
3.39645405 9.10340000
3.41266674 9.06200000
3.42887943 9.01350000
3.44509212 8.96250000
3.46130482 8.95730000
3.47751750 9.00280000
3.49373020 9.04610000
3.50994289 9.07600000
3.52615558 9.07280000
3.54236827 9.00940000
3.55858096 8.91710000
3.57479365 8.81680000
3.59100634 8.71500000
3.60721904 8.62220000
3.62343172 8.61390000
3.63964442 8.62420000
3.65585711 8.63310000
3.67206980 8.63850000
3.68828249 8.64020000

0.00000000 9.25370000
0.01647355 9.26560000
0.03294710 9.26660000
0.04942064 9.24470000
0.06589419 9.25010000
0.08236774 9.24700000
0.09884129 9.19400000
0.11531484 9.14420000
0.13178839 9.10380000
0.14826193 9.07280000
0.16473548 9.05060000
0.18120903 9.03730000
0.19768258 9.03320000
0.21415613 9.03800000
0.23062967 9.05010000
0.24710322 9.06680000
0.26357677 9.08520000
0.28005032 9.10260000
0.29652387 9.11710000
0.31299741 9.12700000
0.32947096 9.13130000
0.34594451 9.12960000
0.36241806 9.12200000
0.37889161 9.10920000
0.39536516 9.09240000
0.41183870 9.07300000
0.42831225 9.05280000
0.44478580 9.03750000
0.46125935 9.09340000
0.47773290 9.15860000
0.49420644 9.20630000
0.51067999 9.23320000
0.52715354 9.24060000
0.54343995 9.23900000
0.55972636 9.23640000
0.57601278 9.23340000
0.59229919 9.22790000
0.60858559 9.21690000
0.62487200 9.19880000
0.64115842 9.17590000
0.65744483 9.15240000
0.67373124 9.13130000
0.69001765 9.11430000
0.70630407 9.10370000
0.72259047 9.10260000
0.73887688 9.11320000
0.75516329 9.13330000
0.77144971 9.15540000
0.78773612 9.16810000
0.80402253 9.16010000
0.82030893 9.12920000
0.83659534 9.08690000
0.85288176 9.04780000
0.86916817 9.01850000
0.88545458 8.99760000
0.90174099 8.98150000
0.91802741 8.96800000
0.93431382 8.95650000
0.95060022 8.94730000
0.96688663 8.94070000
0.98317305 8.93640000
0.99945946 8.93330000
1.01574587 8.93020000
1.03203228 8.92650000
1.04831870 8.92250000
1.06460510 8.91940000
1.08089151 8.91820000
1.09717792 8.92510000
1.11346433 8.94370000
1.12975075 8.96830000
1.14603716 8.98770000
1.16232357 8.98810000
1.17860997 8.98120000
1.19489639 8.98560000
1.21118280 9.00410000
1.22746921 9.03220000
1.24375562 9.06530000
1.26004204 9.10030000
1.27632845 9.13540000
1.29261485 9.16970000
1.30890126 9.20240000
1.32518768 9.23320000
1.34147409 9.26160000
1.35776050 9.28750000
1.37404691 9.31010000
1.39033332 9.32840000
1.40661973 9.34120000
1.42290614 9.34730000
1.43919255 9.34700000
1.45547896 9.34190000
1.47176538 9.33440000
1.48805179 9.32670000
1.50433820 9.32200000
1.52062460 9.32390000
1.53691102 9.33000000
1.55319743 9.33320000
1.56948384 9.32970000
1.58577025 9.31750000
1.60205667 9.29540000
1.61834308 9.26850000
1.63462948 9.25370000
1.65084218 9.25740000
1.66705486 9.26810000
1.68326756 9.28420000
1.69948025 9.30360000
1.71569294 9.32320000
1.73190563 9.33960000
1.74811833 9.34960000
1.76433101 9.35150000
1.78054371 9.34520000
1.79675640 9.33150000
1.81296909 9.31150000
1.82918178 9.28600000
1.84539448 9.25610000
1.86160716 9.22270000
1.87781986 9.18660000
1.89403255 9.14890000
1.91024524 9.11140000
1.92645793 9.07820000
1.94267063 9.05840000
1.95888331 9.05920000
1.97509601 9.07160000
1.99130870 9.08440000
2.00752139 9.09320000
2.02373408 9.09730000
2.03994678 9.09730000
2.05615946 9.09400000
2.07237216 9.08830000
2.08858485 9.08040000
2.10479754 9.07040000
2.12101023 9.05820000
2.13748378 9.05590000
2.15395733 9.04890000
2.17043088 9.03660000
2.18690443 9.01840000
2.20337797 8.99400000
2.21985152 8.96310000
2.23632507 8.92590000
2.25279862 8.88280000
2.26927217 8.83470000
2.28574571 8.78290000
2.30221926 8.72930000
2.31869281 8.67610000
2.33516636 8.62670000
2.35163991 8.58570000
2.36811346 8.55850000
2.38458700 8.54960000
2.40106055 8.55850000
2.41753410 8.58170000
2.43400765 8.61520000
2.45048120 8.65600000
2.46695474 8.70190000
2.48342829 8.75030000
2.49990184 8.79760000
2.51637539 8.83760000
2.53284894 8.86130000
2.54932249 8.86070000
2.56579603 8.83630000
2.58226958 8.79650000
2.59874313 8.75080000
2.61521668 8.70830000
2.63169023 8.67740000
2.64816377 8.66590000
2.66445018 8.68560000
2.68073659 8.71200000
2.69702301 8.74420000
2.71330942 8.78030000
2.72959583 8.81830000
2.74588223 8.85590000
2.76216865 8.89140000
2.77845506 8.92550000
2.79474147 8.96230000
2.81102788 9.00590000
2.82731430 9.05720000
2.84360071 9.11450000
2.85988712 9.17440000
2.87617352 9.23320000
2.89245994 9.28610000
2.90874635 9.32930000
2.92503276 9.36060000
2.94131917 9.38150000
2.95760558 9.39490000
2.97389200 9.40360000
2.99017840 9.40960000
3.00646481 9.41450000
3.02275122 9.42090000
3.03903764 9.43470000
3.05532405 9.46280000
3.07161046 9.50200000
3.08789687 9.54100000
3.10418328 9.56820000
3.12046969 9.57880000
3.13675610 9.57880000
3.15304251 9.57520000
3.16932893 9.57130000
3.18561534 9.56850000
3.20190175 9.56750000
3.21811444 9.56720000
3.23432713 9.56550000
3.25053982 9.56070000
3.26675252 9.55040000
3.28296520 9.53300000
3.29917790 9.50980000
3.31539059 9.48520000
3.33160328 9.46180000
3.34781597 9.43860000
3.36402867 9.41370000
3.38024135 9.38740000
3.39645405 9.36360000
3.41266674 9.34710000
3.42887943 9.34070000
3.44509212 9.34240000
3.46130482 9.34440000
3.47751750 9.32880000
3.49373020 9.28180000
3.50994289 9.21660000
3.52615558 9.15670000
3.54236827 9.12940000
3.55858096 9.10830000
3.57479365 9.08130000
3.59100634 9.05010000
3.60721904 9.01700000
3.62343172 8.98470000
3.63964442 8.95640000
3.65585711 8.93510000
3.67206980 8.92230000
3.68828249 8.91820000

0.00000000 9.45860000
0.01647355 9.44900000
0.03294710 9.42520000
0.04942064 9.38960000
0.06589419 9.34130000
0.08236774 9.33040000
0.09884129 9.38070000
0.11531484 9.44160000
0.13178839 9.50530000
0.14826193 9.56980000
0.16473548 9.63420000
0.18120903 9.69710000
0.19768258 9.75560000
0.21415613 9.80260000
0.23062967 9.82590000
0.24710322 9.82270000
0.26357677 9.80410000
0.28005032 9.77890000
0.29652387 9.75130000
0.31299741 9.72330000
0.32947096 9.69610000
0.34594451 9.67040000
0.36241806 9.64650000
0.37889161 9.62500000
0.39536516 9.60650000
0.41183870 9.59180000
0.42831225 9.58230000
0.44478580 9.57830000
0.46125935 9.57450000
0.47773290 9.54690000
0.49420644 9.49340000
0.51067999 9.43800000
0.52715354 9.41060000
0.54343995 9.41410000
0.55972636 9.42010000
0.57601278 9.42190000
0.59229919 9.41700000
0.60858559 9.40970000
0.62487200 9.40690000
0.64115842 9.41280000
0.65744483 9.42780000
0.67373124 9.45010000
0.69001765 9.47740000
0.70630407 9.50610000
0.72259047 9.52990000
0.73887688 9.54050000
0.75516329 9.53620000
0.77144971 9.52270000
0.78773612 9.50460000
0.80402253 9.48390000
0.82030893 9.46230000
0.83659534 9.44210000
0.85288176 9.42470000
0.86916817 9.41030000
0.88545458 9.39850000
0.90174099 9.38790000
0.91802741 9.37510000
0.93431382 9.35450000
0.95060022 9.32360000
0.96688663 9.28740000
0.98317305 9.25240000
0.99945946 9.22290000
1.01574587 9.20140000
1.03203228 9.18820000
1.04831870 9.18170000
1.06460510 9.17940000
1.08089151 9.17900000
1.09717792 9.17070000
1.11346433 9.14810000
1.12975075 9.11810000
1.14603716 9.09580000
1.16232357 9.10210000
1.17860997 9.13330000
1.19489639 9.17470000
1.21118280 9.22060000
1.22746921 9.26950000
1.24375562 9.32010000
1.26004204 9.37050000
1.27632845 9.41770000
1.29261485 9.45760000
1.30890126 9.48630000
1.32518768 9.50230000
1.34147409 9.50770000
1.35776050 9.50580000
1.37404691 9.50000000
1.39033332 9.49330000
1.40661973 9.48790000
1.42290614 9.48530000
1.43919255 9.48530000
1.45547896 9.48620000
1.47176538 9.48650000
1.48805179 9.48640000
1.50433820 9.48840000
1.52062460 9.49590000
1.53691102 9.51070000
1.55319743 9.52910000
1.56948384 9.53640000
1.58577025 9.51540000
1.60205667 9.48500000
1.61834308 9.46500000
1.63462948 9.45860000
1.65084218 9.45880000
1.66705486 9.45930000
1.68326756 9.46030000
1.69948025 9.46220000
1.71569294 9.46540000
1.73190563 9.47100000
1.74811833 9.47970000
1.76433101 9.49120000
1.78054371 9.50400000
1.79675640 9.51610000
1.81296909 9.52180000
1.82918178 9.51490000
1.84539448 9.50950000
1.86160716 9.50590000
1.87781986 9.50410000
1.89403255 9.50430000
1.91024524 9.50630000
1.92645793 9.50480000
1.94267063 9.49560000
1.95888331 9.48910000
1.97509601 9.48670000
1.99130870 9.48870000
2.00752139 9.49470000
2.02373408 9.50350000
2.03994678 9.51360000
2.05615946 9.52360000
2.07237216 9.53260000
2.08858485 9.54000000
2.10479754 9.54540000
2.12101023 9.54890000
2.13748378 9.55230000
2.15395733 9.56170000
2.17043088 9.57550000
2.18690443 9.59180000
2.20337797 9.60970000
2.21985152 9.62860000
2.23632507 9.64830000
2.25279862 9.66880000
2.26927217 9.68920000
2.28574571 9.70750000
2.30221926 9.72080000
2.31869281 9.72610000
2.33516636 9.72190000
2.35163991 9.70920000
2.36811346 9.68900000
2.38458700 9.66270000
2.40106055 9.63060000
2.41753410 9.59330000
2.43400765 9.55120000
2.45048120 9.50530000
2.46695474 9.45690000
2.48342829 9.40840000
2.49990184 9.36360000
2.51637539 9.32890000
2.53284894 9.31330000
2.54932249 9.32480000
2.56579603 9.36250000
2.58226958 9.41730000
2.59874313 9.47830000
2.61521668 9.53500000
2.63169023 9.57640000
2.64816377 9.59190000
2.66445018 9.53710000
2.68073659 9.48240000
2.69702301 9.43040000
2.71330942 9.38300000
2.72959583 9.34260000
2.74588223 9.31180000
2.76216865 9.29370000
2.77845506 9.29090000
2.79474147 9.30350000
2.81102788 9.32870000
2.82731430 9.36180000
2.84360071 9.39910000
2.85988712 9.43750000
2.87617352 9.47610000
2.89245994 9.51510000
2.90874635 9.55600000
2.92503276 9.59930000
2.94131917 9.64340000
2.95760558 9.68440000
2.97389200 9.71800000
2.99017840 9.73970000
3.00646481 9.74770000
3.02275122 9.74410000
3.03903764 9.73330000
3.05532405 9.71980000
3.07161046 9.70860000
3.08789687 9.70570000
3.10418328 9.71940000
3.12046969 9.75290000
3.13675610 9.79880000
3.15304251 9.84880000
3.16932893 9.89670000
3.18561534 9.93510000
3.20190175 9.95100000
3.21811444 9.93200000
3.23432713 9.88740000
3.25053982 9.83390000
3.26675252 9.78180000
3.28296520 9.73750000
3.29917790 9.70380000
3.31539059 9.67920000
3.33160328 9.66060000
3.34781597 9.64570000
3.36402867 9.63280000
3.38024135 9.62010000
3.39645405 9.60490000
3.41266674 9.58440000
3.42887943 9.55660000
3.44509212 9.52100000
3.46130482 9.48230000
3.47751750 9.45610000
3.49373020 9.45160000
3.50994289 9.44410000
3.52615558 9.41000000
3.54236827 9.36530000
3.55858096 9.32260000
3.57479365 9.28390000
3.59100634 9.25060000
3.60721904 9.22410000
3.62343172 9.20490000
3.63964442 9.19200000
3.65585711 9.18420000
3.67206980 9.18020000
3.68828249 9.17900000

0.00000000 9.68110000
0.01647355 9.67660000
0.03294710 9.66280000
0.04942064 9.65210000
0.06589419 9.66290000
0.08236774 9.69570000
0.09884129 9.74160000
0.11531484 9.79310000
0.13178839 9.84430000
0.14826193 9.89010000
0.16473548 9.92590000
0.18120903 9.94870000
0.19768258 9.96090000
0.21415613 9.97230000
0.23062967 9.99910000
0.24710322 10.04740000
0.26357677 10.10820000
0.28005032 10.17240000
0.29652387 10.19950000
0.31299741 10.14150000
0.32947096 10.07990000
0.34594451 10.01990000
0.36241806 9.96210000
0.37889161 9.90690000
0.39536516 9.85410000
0.41183870 9.80330000
0.42831225 9.75380000
0.44478580 9.70580000
0.46125935 9.66630000
0.47773290 9.66090000
0.49420644 9.69230000
0.51067999 9.73400000
0.52715354 9.75580000
0.54343995 9.75430000
0.55972636 9.75000000
0.57601278 9.74450000
0.59229919 9.73980000
0.60858559 9.73630000
0.62487200 9.73260000
0.64115842 9.72750000
0.65744483 9.72030000
0.67373124 9.71100000
0.69001765 9.70070000
0.70630407 9.69230000
0.72259047 9.69140000
0.73887688 9.70460000
0.75516329 9.72950000
0.77144971 9.74790000
0.78773612 9.73500000
0.80402253 9.70660000
0.82030893 9.69140000
0.83659534 9.68500000
0.85288176 9.67170000
0.86916817 9.64390000
0.88545458 9.60460000
0.90174099 9.56080000
0.91802741 9.52110000
0.93431382 9.49460000
0.95060022 9.48560000
0.96688663 9.49060000
0.98317305 9.50360000
0.99945946 9.52050000
1.01574587 9.53810000
1.03203228 9.55380000
1.04831870 9.56570000
1.06460510 9.57290000
1.08089151 9.57530000
1.09717792 9.57120000
1.11346433 9.56030000
1.12975075 9.54640000
1.14603716 9.53470000
1.16232357 9.52900000
1.17860997 9.53150000
1.19489639 9.54280000
1.21118280 9.56180000
1.22746921 9.58670000
1.24375562 9.61520000
1.26004204 9.64580000
1.27632845 9.67820000
1.29261485 9.71440000
1.30890126 9.75700000
1.32518768 9.80630000
1.34147409 9.85810000
1.35776050 9.90190000
1.37404691 9.91990000
1.39033332 9.90400000
1.40661973 9.86840000
1.42290614 9.82670000
1.43919255 9.78600000
1.45547896 9.75020000
1.47176538 9.72160000
1.48805179 9.70100000
1.50433820 9.68740000
1.52062460 9.67760000
1.53691102 9.66630000
1.55319743 9.64830000
1.56948384 9.63250000
1.58577025 9.63950000
1.60205667 9.65900000
1.61834308 9.67510000
1.63462948 9.68110000
1.65084218 9.67370000
1.66705486 9.65520000
1.68326756 9.63290000
1.69948025 9.61140000
1.71569294 9.59250000
1.73190563 9.57640000
1.74811833 9.56240000
1.76433101 9.55030000
1.78054371 9.53950000
1.79675640 9.53000000
1.81296909 9.52610000
1.82918178 9.53300000
1.84539448 9.53630000
1.86160716 9.53580000
1.87781986 9.53170000
1.89403255 9.52450000
1.91024524 9.51500000
1.92645793 9.51020000
1.94267063 9.51560000
