#k-distance eigenvalue[eV]
2.64816377 -28.88830000
2.66445018 -28.88830000
2.68073659 -28.88820000
2.69702301 -28.88820000
2.71330942 -28.88810000
2.72959583 -28.88800000
2.74588223 -28.88790000
2.76216865 -28.88780000
2.77845506 -28.88770000
2.79474147 -28.88750000
2.81102788 -28.88740000
2.82731430 -28.88720000
2.84360071 -28.88700000
2.85988712 -28.88680000
2.87617352 -28.88660000
2.89245994 -28.88640000
2.90874635 -28.88620000
2.92503276 -28.88600000
2.94131917 -28.88580000
2.95760558 -28.88560000
2.97389200 -28.88530000
2.99017840 -28.88510000
3.00646481 -28.88500000
3.02275122 -28.88480000
3.03903764 -28.88460000
3.05532405 -28.88440000
3.07161046 -28.88430000
3.08789687 -28.88410000
3.10418328 -28.88400000
3.12046969 -28.88390000
3.13675610 -28.88380000
3.15304251 -28.88380000
3.16932893 -28.88370000
3.18561534 -28.88370000
3.20190175 -28.88370000
3.21811444 -28.88370000
3.23432713 -28.88370000
3.25053982 -28.88360000
3.26675252 -28.88360000
3.28296520 -28.88360000
3.29917790 -28.88350000
3.31539059 -28.88350000
3.33160328 -28.88340000
3.34781597 -28.88340000
3.36402867 -28.88330000
3.38024135 -28.88320000
3.39645405 -28.88320000
3.41266674 -28.88310000
3.42887943 -28.88300000
3.44509212 -28.88290000
3.46130482 -28.88280000
3.47751750 -28.88270000
3.49373020 -28.88270000
3.50994289 -28.88260000
3.52615558 -28.88250000
3.54236827 -28.88240000
3.55858096 -28.88240000
3.57479365 -28.88230000
3.59100634 -28.88230000
3.60721904 -28.88220000
3.62343172 -28.88220000
3.63964442 -28.88210000
3.65585711 -28.88210000
3.67206980 -28.88210000
3.68828249 -28.88510000

0.00000000 -28.88500000
0.01647355 -28.88980000
0.03294710 -28.88970000
0.04942064 -28.88970000
0.06589419 -28.88970000
0.08236774 -28.88960000
0.09884129 -28.88950000
0.11531484 -28.88940000
0.13178839 -28.88920000
0.14826193 -28.88910000
0.16473548 -28.88900000
0.18120903 -28.88880000
0.19768258 -28.88860000
0.21415613 -28.88850000
0.23062967 -28.88830000
0.24710322 -28.88810000
0.26357677 -28.88790000
0.28005032 -28.88770000
0.29652387 -28.88750000
0.31299741 -28.88730000
0.32947096 -28.88720000
0.34594451 -28.88700000
0.36241806 -28.88680000
0.37889161 -28.88670000
0.39536516 -28.88650000
0.41183870 -28.88640000
0.42831225 -28.88630000
0.44478580 -28.88620000
0.46125935 -28.88610000
0.47773290 -28.88600000
0.49420644 -28.88600000
0.51067999 -28.88590000
0.52715354 -28.88590000
0.54343995 -28.88590000
0.55972636 -28.88590000
0.57601278 -28.88590000
0.59229919 -28.88580000
0.60858559 -28.88570000
0.62487200 -28.88560000
0.64115842 -28.88550000
0.65744483 -28.88540000
0.67373124 -28.88530000
0.69001765 -28.88510000
0.70630407 -28.88490000
0.72259047 -28.88480000
0.73887688 -28.88460000
0.75516329 -28.88440000
0.77144971 -28.88420000
0.78773612 -28.88400000
0.80402253 -28.88380000
0.82030893 -28.88360000
0.83659534 -28.88340000
0.85288176 -28.88320000
0.86916817 -28.88310000
0.88545458 -28.88290000
0.90174099 -28.88270000
0.91802741 -28.88250000
0.93431382 -28.88240000
0.95060022 -28.88220000
0.96688663 -28.88210000
0.98317305 -28.88200000
0.99945946 -28.88190000
1.01574587 -28.88180000
1.03203228 -28.88180000
1.04831870 -28.88170000
1.06460510 -28.88170000
1.08089151 -28.88470000
1.09717792 -28.88170000
1.11346433 -28.88180000
1.12975075 -28.88180000
1.14603716 -28.88200000
1.16232357 -28.88210000
1.17860997 -28.88230000
1.19489639 -28.88250000
1.21118280 -28.88270000
1.22746921 -28.88300000
1.24375562 -28.88330000
1.26004204 -28.88360000
1.27632845 -28.88390000
1.29261485 -28.88430000
1.30890126 -28.88460000
1.32518768 -28.88500000
1.34147409 -28.88540000
1.35776050 -28.88490000
1.37404691 -28.88610000
1.39033332 -28.88650000
1.40661973 -28.88680000
1.42290614 -28.88720000
1.43919255 -28.88750000
1.45547896 -28.88790000
1.47176538 -28.88820000
1.48805179 -28.88850000
1.50433820 -28.88870000
1.52062460 -28.88900000
1.53691102 -28.88920000
1.55319743 -28.88940000
1.56948384 -28.88950000
1.58577025 -28.88960000
1.60205667 -28.88970000
1.61834308 -28.88980000
1.63462948 -28.88500000
1.65084218 -28.88980000
1.66705486 -28.88970000
1.68326756 -28.88970000
1.69948025 -28.88960000
1.71569294 -28.88940000
1.73190563 -28.88930000
1.74811833 -28.88910000
1.76433101 -28.88890000
1.78054371 -28.88870000
1.79675640 -28.88840000
1.81296909 -28.88820000
1.82918178 -28.88790000
1.84539448 -28.88760000
1.86160716 -28.88740000
1.87781986 -28.88710000
1.89403255 -28.88680000
1.91024524 -28.88650000
1.92645793 -28.88620000
1.94267063 -28.88600000
1.95888331 -28.88570000
1.97509601 -28.88550000
1.99130870 -28.88530000
2.00752139 -28.88510000
2.02373408 -28.88490000
2.03994678 -28.88480000
2.05615946 -28.88460000
2.07237216 -28.88460000
2.08858485 -28.88450000
2.10479754 -28.88450000
2.12101023 -28.88440000
2.13748378 -28.88450000
2.15395733 -28.88450000
2.17043088 -28.88450000
2.18690443 -28.88460000
2.20337797 -28.88470000
2.21985152 -28.88480000
2.23632507 -28.88490000
2.25279862 -28.88500000
2.26927217 -28.88520000
2.28574571 -28.88530000
2.30221926 -28.88550000
2.31869281 -28.88560000
2.33516636 -28.88580000
2.35163991 -28.88600000
2.36811346 -28.88620000
2.38458700 -28.88640000
2.40106055 -28.88660000
2.41753410 -28.88670000
2.43400765 -28.88690000
2.45048120 -28.88710000
2.46695474 -28.88730000
2.48342829 -28.88740000
2.49990184 -28.88760000
2.51637539 -28.88770000
2.53284894 -28.88780000
2.54932249 -28.88800000
2.56579603 -28.88800000
2.58226958 -28.88810000
2.59874313 -28.88820000
2.61521668 -28.88820000
2.63169023 -28.88830000
2.64816377 -28.88830000
2.66445018 -28.88830000
2.68073659 -28.88820000
2.69702301 -28.88820000
2.71330942 -28.88810000
2.72959583 -28.88800000
2.74588223 -28.88790000
2.76216865 -28.88780000
2.77845506 -28.88760000
2.79474147 -28.88750000
2.81102788 -28.88730000
2.82731430 -28.88710000
2.84360071 -28.88690000
2.85988712 -28.88680000
2.87617352 -28.88650000
2.89245994 -28.88630000
2.90874635 -28.88610000
2.92503276 -28.88590000
2.94131917 -28.88570000
2.95760558 -28.88550000
2.97389200 -28.88530000
2.99017840 -28.88510000
3.00646481 -28.88490000
3.02275122 -28.88470000
3.03903764 -28.88450000
3.05532405 -28.88430000
3.07161046 -28.88420000
3.08789687 -28.88400000
3.10418328 -28.88390000
3.12046969 -28.88380000
3.13675610 -28.88370000
3.15304251 -28.88370000
3.16932893 -28.88360000
3.18561534 -28.88360000
3.20190175 -28.88360000
3.21811444 -28.88360000
3.23432713 -28.88350000
3.25053982 -28.88350000
3.26675252 -28.88350000
3.28296520 -28.88340000
3.29917790 -28.88340000
3.31539059 -28.88330000
3.33160328 -28.88320000
3.34781597 -28.88320000
3.36402867 -28.88310000
3.38024135 -28.88300000
3.39645405 -28.88290000
3.41266674 -28.88280000
3.42887943 -28.88270000
3.44509212 -28.88260000
3.46130482 -28.88250000
3.47751750 -28.88240000
3.49373020 -28.88230000
3.50994289 -28.88220000
3.52615558 -28.88220000
3.54236827 -28.88210000
3.55858096 -28.88200000
3.57479365 -28.88190000
3.59100634 -28.88190000
3.60721904 -28.88180000
3.62343172 -28.88180000
3.63964442 -28.88170000
3.65585711 -28.88170000
3.67206980 -28.88170000
3.68828249 -28.88470000

0.00000000 -28.86300000
0.01647355 -28.86770000
0.03294710 -28.86770000
0.04942064 -28.86760000
0.06589419 -28.86760000
0.08236774 -28.86750000
0.09884129 -28.86740000
0.11531484 -28.86730000
0.13178839 -28.86720000
0.14826193 -28.86700000
0.16473548 -28.86690000
0.18120903 -28.86670000
0.19768258 -28.86660000
0.21415613 -28.86640000
0.23062967 -28.86620000
0.24710322 -28.86600000
0.26357677 -28.86590000
0.28005032 -28.86570000
0.29652387 -28.86550000
0.31299741 -28.86530000
0.32947096 -28.86510000
0.34594451 -28.86500000
0.36241806 -28.86480000
0.37889161 -28.86470000
0.39536516 -28.86450000
0.41183870 -28.86440000
0.42831225 -28.86430000
0.44478580 -28.86420000
0.46125935 -28.86410000
0.47773290 -28.86400000
0.49420644 -28.86400000
0.51067999 -28.86390000
0.52715354 -28.86390000
0.54343995 -28.86390000
0.55972636 -28.86390000
0.57601278 -28.86390000
0.59229919 -28.86380000
0.60858559 -28.86370000
0.62487200 -28.86360000
0.64115842 -28.86350000
0.65744483 -28.86340000
0.67373124 -28.86330000
0.69001765 -28.86310000
0.70630407 -28.86290000
0.72259047 -28.86280000
0.73887688 -28.86260000
0.75516329 -28.86240000
0.77144971 -28.86220000
0.78773612 -28.86200000
0.80402253 -28.86180000
0.82030893 -28.86160000
0.83659534 -28.86140000
0.85288176 -28.86120000
0.86916817 -28.86100000
0.88545458 -28.86090000
0.90174099 -28.86070000
0.91802741 -28.86050000
0.93431382 -28.86040000
0.95060022 -28.86020000
0.96688663 -28.86010000
0.98317305 -28.86000000
0.99945946 -28.85990000
1.01574587 -28.85980000
1.03203228 -28.85980000
1.04831870 -28.85970000
1.06460510 -28.85970000
1.08089151 -28.86270000
1.09717792 -28.85970000
1.11346433 -28.85980000
1.12975075 -28.85980000
1.14603716 -28.86000000
1.16232357 -28.86010000
1.17860997 -28.86030000
1.19489639 -28.86050000
1.21118280 -28.86070000
1.22746921 -28.86100000
1.24375562 -28.86130000
1.26004204 -28.86160000
1.27632845 -28.86190000
1.29261485 -28.86230000
1.30890126 -28.86260000
1.32518768 -28.86300000
1.34147409 -28.86330000
1.35776050 -28.86280000
1.37404691 -28.86410000
1.39033332 -28.86440000
1.40661973 -28.86480000
1.42290614 -28.86520000
1.43919255 -28.86550000
1.45547896 -28.86580000
1.47176538 -28.86610000
1.48805179 -28.86640000
1.50433820 -28.86670000
1.52062460 -28.86690000
1.53691102 -28.86710000
1.55319743 -28.86730000
1.56948384 -28.86740000
1.58577025 -28.86760000
1.60205667 -28.86760000
1.61834308 -28.86770000
1.63462948 -28.86300000
1.65084218 -28.86770000
1.66705486 -28.86760000
1.68326756 -28.86760000
1.69948025 -28.86750000
1.71569294 -28.86730000
1.73190563 -28.86720000
1.74811833 -28.86700000
1.76433101 -28.86680000
1.78054371 -28.86650000
1.79675640 -28.86630000
1.81296909 -28.86600000
1.82918178 -28.86570000
1.84539448 -28.86550000
1.86160716 -28.86520000
1.87781986 -28.86490000
1.89403255 -28.86460000
1.91024524 -28.86430000
1.92645793 -28.86400000
1.94267063 -28.86370000
1.95888331 -28.86340000
1.97509601 -28.86310000
1.99130870 -28.86290000
2.00752139 -28.86270000
2.02373408 -28.86250000
2.03994678 -28.86230000
2.05615946 -28.86220000
2.07237216 -28.86200000
2.08858485 -28.86190000
2.10479754 -28.86190000
2.12101023 -28.86180000
2.13748378 -28.86180000
2.15395733 -28.86190000
2.17043088 -28.86190000
2.18690443 -28.86200000
2.20337797 -28.86210000
2.21985152 -28.86220000
2.23632507 -28.86230000
2.25279862 -28.86240000
2.26927217 -28.86250000
2.28574571 -28.86270000
2.30221926 -28.86290000
2.31869281 -28.86300000
2.33516636 -28.86320000
2.35163991 -28.86340000
2.36811346 -28.86360000
2.38458700 -28.86380000
2.40106055 -28.86390000
2.41753410 -28.86410000
2.43400765 -28.86430000
2.45048120 -28.86450000
2.46695474 -28.86460000
2.48342829 -28.86480000
2.49990184 -28.86490000
2.51637539 -28.86510000
2.53284894 -28.86520000
2.54932249 -28.86530000
2.56579603 -28.86540000
2.58226958 -28.86550000
2.59874313 -28.86550000
2.61521668 -28.86560000
2.63169023 -28.86560000
2.64816377 -28.86560000
2.66445018 -28.86560000
2.68073659 -28.86560000
2.69702301 -28.86550000
2.71330942 -28.86550000
2.72959583 -28.86540000
2.74588223 -28.86530000
2.76216865 -28.86520000
2.77845506 -28.86500000
2.79474147 -28.86490000
2.81102788 -28.86470000
2.82731430 -28.86450000
2.84360071 -28.86440000
2.85988712 -28.86420000
2.87617352 -28.86400000
2.89245994 -28.86380000
2.90874635 -28.86350000
2.92503276 -28.86330000
2.94131917 -28.86310000
2.95760558 -28.86290000
2.97389200 -28.86270000
2.99017840 -28.86250000
3.00646481 -28.86230000
3.02275122 -28.86210000
3.03903764 -28.86190000
3.05532405 -28.86180000
3.07161046 -28.86160000
3.08789687 -28.86150000
3.10418328 -28.86140000
3.12046969 -28.86130000
3.13675610 -28.86120000
3.15304251 -28.86110000
3.16932893 -28.86110000
3.18561534 -28.86100000
3.20190175 -28.86100000
3.21811444 -28.86100000
3.23432713 -28.86100000
3.25053982 -28.86100000
3.26675252 -28.86100000
3.28296520 -28.86100000
3.29917790 -28.86090000
3.31539059 -28.86090000
3.33160328 -28.86090000
3.34781597 -28.86080000
3.36402867 -28.86080000
3.38024135 -28.86070000
3.39645405 -28.86060000
3.41266674 -28.86060000
3.42887943 -28.86050000
3.44509212 -28.86040000
3.46130482 -28.86030000
3.47751750 -28.86030000
3.49373020 -28.86020000
3.50994289 -28.86010000
3.52615558 -28.86010000
3.54236827 -28.86000000
3.55858096 -28.85990000
3.57479365 -28.85990000
3.59100634 -28.85980000
3.60721904 -28.85980000
3.62343172 -28.85980000
3.63964442 -28.85970000
3.65585711 -28.85970000
3.67206980 -28.85970000
3.68828249 -28.86270000

0.00000000 -28.86220000
0.01647355 -28.86700000
0.03294710 -28.86700000
0.04942064 -28.86690000
0.06589419 -28.86690000
0.08236774 -28.86680000
0.09884129 -28.86670000
0.11531484 -28.86660000
0.13178839 -28.86650000
0.14826193 -28.86630000
0.16473548 -28.86620000
0.18120903 -28.86600000
0.19768258 -28.86580000
0.21415613 -28.86570000
0.23062967 -28.86550000
0.24710322 -28.86530000
0.26357677 -28.86510000
0.28005032 -28.86490000
0.29652387 -28.86480000
0.31299741 -28.86460000
0.32947096 -28.86440000
0.34594451 -28.86420000
0.36241806 -28.86410000
0.37889161 -28.86390000
0.39536516 -28.86380000
0.41183870 -28.86360000
0.42831225 -28.86350000
0.44478580 -28.86340000
0.46125935 -28.86330000
0.47773290 -28.86330000
0.49420644 -28.86320000
0.51067999 -28.86320000
0.52715354 -28.86320000
0.54343995 -28.86320000
0.55972636 -28.86320000
0.57601278 -28.86310000
0.59229919 -28.86300000
0.60858559 -28.86300000
0.62487200 -28.86290000
0.64115842 -28.86280000
0.65744483 -28.86260000
0.67373124 -28.86250000
0.69001765 -28.86240000
0.70630407 -28.86220000
0.72259047 -28.86200000
0.73887688 -28.86190000
0.75516329 -28.86170000
0.77144971 -28.86150000
0.78773612 -28.86130000
0.80402253 -28.86110000
0.82030893 -28.86090000
0.83659534 -28.86070000
0.85288176 -28.86050000
0.86916817 -28.86030000
0.88545458 -28.86010000
0.90174099 -28.86000000
0.91802741 -28.85980000
0.93431382 -28.85970000
0.95060022 -28.85950000
0.96688663 -28.85940000
0.98317305 -28.85930000
0.99945946 -28.85920000
1.01574587 -28.85910000
1.03203228 -28.85910000
1.04831870 -28.85900000
1.06460510 -28.85900000
1.08089151 -28.86200000
1.09717792 -28.85900000
1.11346433 -28.85900000
1.12975075 -28.85910000
1.14603716 -28.85920000
1.16232357 -28.85940000
1.17860997 -28.85960000
1.19489639 -28.85980000
1.21118280 -28.86000000
1.22746921 -28.86030000
1.24375562 -28.86060000
1.26004204 -28.86090000
1.27632845 -28.86120000
1.29261485 -28.86150000
1.30890126 -28.86190000
1.32518768 -28.86230000
1.34147409 -28.86260000
1.35776050 -28.86210000
1.37404691 -28.86340000
1.39033332 -28.86370000
1.40661973 -28.86410000
1.42290614 -28.86440000
1.43919255 -28.86480000
1.45547896 -28.86510000
1.47176538 -28.86540000
1.48805179 -28.86570000
1.50433820 -28.86590000
1.52062460 -28.86620000
1.53691102 -28.86640000
1.55319743 -28.86660000
1.56948384 -28.86670000
1.58577025 -28.86680000
1.60205667 -28.86690000
1.61834308 -28.86700000
1.63462948 -28.86220000
1.65084218 -28.86700000
1.66705486 -28.86690000
1.68326756 -28.86690000
1.69948025 -28.86680000
1.71569294 -28.86660000
1.73190563 -28.86650000
1.74811833 -28.86630000
1.76433101 -28.86610000
1.78054371 -28.86590000
1.79675640 -28.86570000
1.81296909 -28.86540000
1.82918178 -28.86510000
1.84539448 -28.86490000
1.86160716 -28.86460000
1.87781986 -28.86430000
1.89403255 -28.86410000
1.91024524 -28.86380000
1.92645793 -28.86350000
1.94267063 -28.86330000
1.95888331 -28.86300000
1.97509601 -28.86280000
1.99130870 -28.86260000
2.00752139 -28.86240000
2.02373408 -28.86230000
2.03994678 -28.86210000
2.05615946 -28.86200000
2.07237216 -28.86190000
2.08858485 -28.86190000
2.10479754 -28.86180000
2.12101023 -28.86180000
2.13748378 -28.86180000
2.15395733 -28.86190000
2.17043088 -28.86190000
2.18690443 -28.86200000
2.20337797 -28.86210000
2.21985152 -28.86220000
2.23632507 -28.86230000
2.25279862 -28.86240000
2.26927217 -28.86250000
2.28574571 -28.86270000
2.30221926 -28.86290000
2.31869281 -28.86300000
2.33516636 -28.86320000
2.35163991 -28.86340000
2.36811346 -28.86360000
2.38458700 -28.86380000
2.40106055 -28.86390000
2.41753410 -28.86410000
2.43400765 -28.86430000
2.45048120 -28.86450000
2.46695474 -28.86460000
2.48342829 -28.86480000
2.49990184 -28.86490000
2.51637539 -28.86510000
2.53284894 -28.86520000
2.54932249 -28.86530000
2.56579603 -28.86540000
2.58226958 -28.86550000
2.59874313 -28.86550000
2.61521668 -28.86560000
2.63169023 -28.86560000
2.64816377 -28.86560000
2.66445018 -28.86560000
2.68073659 -28.86560000
2.69702301 -28.86550000
2.71330942 -28.86550000
2.72959583 -28.86540000
2.74588223 -28.86530000
2.76216865 -28.86510000
2.77845506 -28.86500000
2.79474147 -28.86490000
2.81102788 -28.86470000
2.82731430 -28.86450000
2.84360071 -28.86430000
2.85988712 -28.86410000
2.87617352 -28.86390000
2.89245994 -28.86370000
2.90874635 -28.86350000
2.92503276 -28.86330000
2.94131917 -28.86310000
2.95760558 -28.86280000
2.97389200 -28.86260000
2.99017840 -28.86240000
3.00646481 -28.86220000
3.02275122 -28.86200000
3.03903764 -28.86190000
3.05532405 -28.86170000
3.07161046 -28.86150000
3.08789687 -28.86140000
3.10418328 -28.86130000
3.12046969 -28.86120000
3.13675610 -28.86110000
3.15304251 -28.86100000
3.16932893 -28.86100000
3.18561534 -28.86090000
3.20190175 -28.86090000
3.21811444 -28.86090000
3.23432713 -28.86090000
3.25053982 -28.86090000
3.26675252 -28.86080000
3.28296520 -28.86080000
3.29917790 -28.86070000
3.31539059 -28.86060000
3.33160328 -28.86060000
3.34781597 -28.86050000
3.36402867 -28.86040000
3.38024135 -28.86030000
3.39645405 -28.86020000
3.41266674 -28.86010000
3.42887943 -28.86000000
3.44509212 -28.85990000
3.46130482 -28.85980000
3.47751750 -28.85970000
3.49373020 -28.85960000
3.50994289 -28.85950000
3.52615558 -28.85940000
3.54236827 -28.85940000
3.55858096 -28.85930000
3.57479365 -28.85920000
3.59100634 -28.85920000
3.60721904 -28.85910000
3.62343172 -28.85910000
3.63964442 -28.85900000
3.65585711 -28.85900000
3.67206980 -28.85900000
3.68828249 -28.86200000

0.00000000 -28.85760000
0.01647355 -28.86230000
0.03294710 -28.86230000
0.04942064 -28.86220000
0.06589419 -28.86220000
0.08236774 -28.86210000
0.09884129 -28.86200000
0.11531484 -28.86190000
0.13178839 -28.86180000
0.14826193 -28.86160000
0.16473548 -28.86150000
0.18120903 -28.86130000
0.19768258 -28.86120000
0.21415613 -28.86100000
0.23062967 -28.86080000
0.24710322 -28.86060000
0.26357677 -28.86050000
0.28005032 -28.86030000
0.29652387 -28.86010000
0.31299741 -28.85990000
0.32947096 -28.85970000
0.34594451 -28.85960000
0.36241806 -28.85940000
0.37889161 -28.85920000
0.39536516 -28.85910000
0.41183870 -28.85900000
0.42831225 -28.85880000
0.44478580 -28.85870000
0.46125935 -28.85870000
0.47773290 -28.85860000
0.49420644 -28.85850000
0.51067999 -28.85850000
0.52715354 -28.85850000
0.54343995 -28.85850000
0.55972636 -28.85850000
0.57601278 -28.85840000
0.59229919 -28.85840000
0.60858559 -28.85830000
0.62487200 -28.85820000
0.64115842 -28.85810000
0.65744483 -28.85800000
0.67373124 -28.85780000
0.69001765 -28.85770000
0.70630407 -28.85750000
0.72259047 -28.85730000
0.73887688 -28.85720000
0.75516329 -28.85700000
0.77144971 -28.85680000
0.78773612 -28.85660000
0.80402253 -28.85640000
0.82030893 -28.85620000
0.83659534 -28.85600000
0.85288176 -28.85580000
0.86916817 -28.85560000
0.88545458 -28.85540000
0.90174099 -28.85530000
0.91802741 -28.85510000
0.93431382 -28.85490000
0.95060022 -28.85480000
